Date,AAPL,MSFT,NVDA,GOOG,META,^GSPC
2026-05-26,308.3299865722656,416.0299987792969,214.8600006103516,384.8399963378906,612.3400268554688,7519.1201171875
2026-05-27,310.8500061035156,412.6700134277344,212.6000061035156,384.8299865722656,635.260009765625,7520.35986328125
2026-05-28,312.510009765625,426.989990234375,214.25,386.1199951171875,635.2899780273438,7563.6298828125
2026-05-29,312.0599975585937,450.239990234375,211.13999938964844,376.4299926757813,632.510009765625,7580.06005859375
2026-06-01,306.3099975585937,460.5199890136719,224.3600006103516,372.5799865722656,600.469970703125,7599.9599609375
2026-06-02,315.20001220703125,441.30999755859375,222.82000732421875,358.3900146484375,597.6300048828125,7609.77978515625
2026-06-03,310.260009765625,427.3399963378906,214.75,355.67999267578125,622.97998046875,7553.68017578125
2026-06-04,311.2300109863281,428.0499877929688,218.66000366210935,369.2699890136719,627.5700073242188,7584.31005859375
2026-06-05,307.3399963378906,416.6700134277344,205.1000061035156,365.760009765625,593.0,7383.740234375
2026-06-08,301.5400085449219,411.739990234375,208.63999938964844,361.1700134277344,585.3900146484375,7405.72998046875
2026-06-09,290.54998779296875,403.4100036621094,208.19000244140625,362.2900085449219,584.5900268554688,7386.64990234375
2026-06-10,291.5799865722656,397.3599853515625,200.4199981689453,353.32000732421875,570.97998046875,7266.990234375
2026-06-11,295.6300048828125,390.3399963378906,204.8699951171875,356.5599975585937,568.4299926757812,7394.2998046875
2026-06-12,291.1300048828125,390.739990234375,205.19000244140625,358.1600036621094,566.97998046875,7431.4599609375
2026-06-15,296.4200134277344,399.760009765625,212.4499969482422,367.1099853515625,593.47998046875,7554.2900390625
2026-06-16,299.239990234375,393.8299865722656,207.41000366210935,371.1000061035156,600.2100219726562,7511.35009765625
2026-06-17,295.95001220703125,378.9100036621094,204.6499938964844,362.1000061035156,567.5800170898438,7420.10009765625
2026-06-18,298.010009765625,379.3999938964844,210.69000244140625,367.4599914550781,577.219970703125,7500.580078125
2026-06-22,297.010009765625,367.3399963378906,208.6499938964844,348.7799987792969,563.8499755859375,7472.7900390625
2026-06-23,294.29998779296875,373.9400024414063,200.0399932861328,346.0799865722656,562.2000122070312,7365.4599609375
2026-06-24,293.0799865722656,365.4599914550781,199.0,345.0400085449219,557.6699829101562,7358.22021484375
2026-06-25,275.1499938964844,352.8299865722656,195.7400054931641,342.19000244140625,542.8699951171875,7357.490234375
2026-06-26,283.7799987792969,372.9700012207031,192.52999877929688,334.69000244140625,550.25,7354.02001953125
2026-06-29,281.739990234375,368.5700073242188,194.97000122070312,351.2799987792969,562.5999755859375,7440.43017578125
2026-06-30,289.3599853515625,373.0199890136719,200.08999633789065,353.3299865722656,563.2899780273438,7499.35986328125
2026-07-01,294.3800048828125,384.2799987792969,197.5800018310547,357.8900146484375,612.9099731445312,7483.22998046875
2026-07-02,308.6300048828125,390.489990234375,194.8300018310547,356.17999267578125,582.9000244140625,7483.240234375
2026-07-06,312.6600036621094,386.739990234375,195.5500030517578,364.8999938964844,600.2899780273438,7537.43017578125
2026-07-07,310.6600036621094,388.8399963378906,196.92999267578125,363.6199951171875,615.5800170898438,7503.85009765625
2026-07-08,313.3900146484375,383.3399963378906,204.1199951171875,358.7099914550781,603.1199951171875,7482.7099609375
2026-07-09,316.2200012207031,384.3599853515625,202.77999877929688,356.239990234375,631.47998046875,7543.64013671875
2026-07-10,315.32000732421875,385.1000061035156,210.9600067138672,355.0299987792969,669.2100219726562,7575.39013671875
2026-07-13,317.3099975585937,390.989990234375,203.52999877929688,350.6700134277344,656.72998046875,7515.33984375
2026-07-14,314.8599853515625,384.9299926757813,211.8000030517578,357.3299865722656,661.0399780273438,7543.58984375
